id,two_option_condition,decoy_condition,decoy_option,scenario_topic
492,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$850)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
493,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$1000)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
494,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$600)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
495,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$850)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
496,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$1000)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
497,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$600)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
498,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 2500mAh. (Price: $$850)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
499,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 2500mAh. (Price: $$1000)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
500,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 2500mAh. (Price: $$600)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
501,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 2500mAh. (Price: $$850)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
502,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 2500mAh. (Price: $$1000)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
503,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 2500mAh. (Price: $$600)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
504,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$800)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$800)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$850)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
505,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$800)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$800)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$1000)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
506,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$800)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$800)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$600)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
507,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$900)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$900)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$850)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
508,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$900)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$900)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$1000)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
509,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$900)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$900)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$600)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
510,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$800)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$800)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 2500mAh. (Price: $$850)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
511,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$800)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$800)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 2500mAh. (Price: $$1000)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
512,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$800)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$800)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 2500mAh. (Price: $$600)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
513,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$900)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$900)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 2500mAh. (Price: $$850)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
514,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$900)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$900)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 2500mAh. (Price: $$1000)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
515,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$900)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$900)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 2500mAh. (Price: $$600)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
516,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$850)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
517,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$1000)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
518,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$600)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
519,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$850)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
520,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$1000)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
521,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$600)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
522,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 2500mAh. (Price: $$850)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
