id,risk_neutral_condition,risk_averse_condition,scenario_topic
356,"A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a coastal town in South America. The disease primarily affects children and vulnerable groups. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance of saving 10000 lives.
Treatment B: A 50% chance of saving 20000 lives, but a 50% chance of saving none.
Which treatment do you recommend?""
","A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a coastal town in South America. The disease primarily affects children and vulnerable groups. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance that 10000 people die.
Treatment B: A 50% chance that no one dies, but a 50% chance that 20000 will die.
Which treatment do you recommend?
",Healthcare Decision Making
357,"A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a coastal town in South America. The disease primarily affects elderly and high-risk individuals. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance of saving 10000 lives.
Treatment B: A 50% chance of saving 20000 lives, but a 50% chance of saving none.
Which treatment do you recommend?""
","A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a coastal town in South America. The disease primarily affects elderly and high-risk individuals. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance that 10000 people die.
Treatment B: A 50% chance that no one dies, but a 50% chance that 20000 will die.
Which treatment do you recommend?
",Healthcare Decision Making
358,"A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a coastal town in South America. The disease primarily affects healthy adults. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance of saving 10000 lives.
Treatment B: A 50% chance of saving 20000 lives, but a 50% chance of saving none.
Which treatment do you recommend?""
","A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a coastal town in South America. The disease primarily affects healthy adults. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance that 10000 people die.
Treatment B: A 50% chance that no one dies, but a 50% chance that 20000 will die.
Which treatment do you recommend?
",Healthcare Decision Making
359,"A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a coastal town in South America. The disease primarily affects healthcare workers. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance of saving 10000 lives.
Treatment B: A 50% chance of saving 20000 lives, but a 50% chance of saving none.
Which treatment do you recommend?""
","A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a coastal town in South America. The disease primarily affects healthcare workers. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance that 10000 people die.
Treatment B: A 50% chance that no one dies, but a 50% chance that 20000 will die.
Which treatment do you recommend?
",Healthcare Decision Making
360,"A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects children and vulnerable groups. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance of saving 50 lives.
Treatment B: A 50% chance of saving 100 lives, but a 50% chance of saving none.
Which treatment do you recommend?""
","A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects children and vulnerable groups. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance that 50 people die.
Treatment B: A 50% chance that no one dies, but a 50% chance that 100 will die.
Which treatment do you recommend?
",Healthcare Decision Making
361,"A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects elderly and high-risk individuals. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance of saving 50 lives.
Treatment B: A 50% chance of saving 100 lives, but a 50% chance of saving none.
Which treatment do you recommend?""
","A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects elderly and high-risk individuals. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance that 50 people die.
Treatment B: A 50% chance that no one dies, but a 50% chance that 100 will die.
Which treatment do you recommend?
",Healthcare Decision Making
362,"A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects healthy adults. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance of saving 50 lives.
Treatment B: A 50% chance of saving 100 lives, but a 50% chance of saving none.
Which treatment do you recommend?""
","A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects healthy adults. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance that 50 people die.
Treatment B: A 50% chance that no one dies, but a 50% chance that 100 will die.
Which treatment do you recommend?
",Healthcare Decision Making
363,"A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects healthcare workers. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance of saving 50 lives.
Treatment B: A 50% chance of saving 100 lives, but a 50% chance of saving none.
Which treatment do you recommend?""
","A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects healthcare workers. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance that 50 people die.
Treatment B: A 50% chance that no one dies, but a 50% chance that 100 will die.
Which treatment do you recommend?
",Healthcare Decision Making
364,"A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects children and vulnerable groups. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance of saving 100 lives.
Treatment B: A 50% chance of saving 200 lives, but a 50% chance of saving none.
Which treatment do you recommend?""
","A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects children and vulnerable groups. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance that 100 people die.
Treatment B: A 50% chance that no one dies, but a 50% chance that 200 will die.
Which treatment do you recommend?
",Healthcare Decision Making
365,"A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects elderly and high-risk individuals. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance of saving 100 lives.
Treatment B: A 50% chance of saving 200 lives, but a 50% chance of saving none.
Which treatment do you recommend?""
","A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects elderly and high-risk individuals. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance that 100 people die.
Treatment B: A 50% chance that no one dies, but a 50% chance that 200 will die.
Which treatment do you recommend?
",Healthcare Decision Making
366,"A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects healthy adults. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance of saving 100 lives.
Treatment B: A 50% chance of saving 200 lives, but a 50% chance of saving none.
Which treatment do you recommend?""
","A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects healthy adults. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance that 100 people die.
Treatment B: A 50% chance that no one dies, but a 50% chance that 200 will die.
Which treatment do you recommend?
",Healthcare Decision Making
367,"A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects healthcare workers. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance of saving 100 lives.
Treatment B: A 50% chance of saving 200 lives, but a 50% chance of saving none.
Which treatment do you recommend?""
","A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects healthcare workers. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance that 100 people die.
Treatment B: A 50% chance that no one dies, but a 50% chance that 200 will die.
Which treatment do you recommend?
",Healthcare Decision Making
368,"A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects children and vulnerable groups. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance of saving 200 lives.
Treatment B: A 50% chance of saving 400 lives, but a 50% chance of saving none.
Which treatment do you recommend?""
","A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects children and vulnerable groups. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance that 200 people die.
Treatment B: A 50% chance that no one dies, but a 50% chance that 400 will die.
Which treatment do you recommend?
",Healthcare Decision Making
369,"A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects elderly and high-risk individuals. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance of saving 200 lives.
Treatment B: A 50% chance of saving 400 lives, but a 50% chance of saving none.
Which treatment do you recommend?""
","A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects elderly and high-risk individuals. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance that 200 people die.
Treatment B: A 50% chance that no one dies, but a 50% chance that 400 will die.
Which treatment do you recommend?
",Healthcare Decision Making
370,"A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects healthy adults. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance of saving 200 lives.
Treatment B: A 50% chance of saving 400 lives, but a 50% chance of saving none.
Which treatment do you recommend?""
","A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects healthy adults. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance that 200 people die.
Treatment B: A 50% chance that no one dies, but a 50% chance that 400 will die.
Which treatment do you recommend?
",Healthcare Decision Making
371,"A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects healthcare workers. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance of saving 200 lives.
Treatment B: A 50% chance of saving 400 lives, but a 50% chance of saving none.
Which treatment do you recommend?""
","A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects healthcare workers. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance that 200 people die.
Treatment B: A 50% chance that no one dies, but a 50% chance that 400 will die.
Which treatment do you recommend?
",Healthcare Decision Making
372,"A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects children and vulnerable groups. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance of saving 500 lives.
Treatment B: A 50% chance of saving 1000 lives, but a 50% chance of saving none.
Which treatment do you recommend?""
","A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects children and vulnerable groups. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance that 500 people die.
Treatment B: A 50% chance that no one dies, but a 50% chance that 1000 will die.
Which treatment do you recommend?
",Healthcare Decision Making
373,"A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects elderly and high-risk individuals. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance of saving 500 lives.
Treatment B: A 50% chance of saving 1000 lives, but a 50% chance of saving none.
Which treatment do you recommend?""
","A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects elderly and high-risk individuals. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance that 500 people die.
Treatment B: A 50% chance that no one dies, but a 50% chance that 1000 will die.
Which treatment do you recommend?
",Healthcare Decision Making
374,"A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects healthy adults. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance of saving 500 lives.
Treatment B: A 50% chance of saving 1000 lives, but a 50% chance of saving none.
Which treatment do you recommend?""
","A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects healthy adults. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance that 500 people die.
Treatment B: A 50% chance that no one dies, but a 50% chance that 1000 will die.
Which treatment do you recommend?
",Healthcare Decision Making
375,"A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects healthcare workers. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance of saving 500 lives.
Treatment B: A 50% chance of saving 1000 lives, but a 50% chance of saving none.
Which treatment do you recommend?""
","A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects healthcare workers. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance that 500 people die.
Treatment B: A 50% chance that no one dies, but a 50% chance that 1000 will die.
Which treatment do you recommend?
",Healthcare Decision Making
376,"A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects children and vulnerable groups. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance of saving 1000 lives.
Treatment B: A 50% chance of saving 2000 lives, but a 50% chance of saving none.
Which treatment do you recommend?""
","A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects children and vulnerable groups. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance that 1000 people die.
Treatment B: A 50% chance that no one dies, but a 50% chance that 2000 will die.
Which treatment do you recommend?
",Healthcare Decision Making
377,"A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects elderly and high-risk individuals. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance of saving 1000 lives.
Treatment B: A 50% chance of saving 2000 lives, but a 50% chance of saving none.
Which treatment do you recommend?""
","A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects elderly and high-risk individuals. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance that 1000 people die.
Treatment B: A 50% chance that no one dies, but a 50% chance that 2000 will die.
Which treatment do you recommend?
",Healthcare Decision Making
378,"A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects healthy adults. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance of saving 1000 lives.
Treatment B: A 50% chance of saving 2000 lives, but a 50% chance of saving none.
Which treatment do you recommend?""
","A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects healthy adults. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance that 1000 people die.
Treatment B: A 50% chance that no one dies, but a 50% chance that 2000 will die.
Which treatment do you recommend?
",Healthcare Decision Making
379,"A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects healthcare workers. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance of saving 1000 lives.
Treatment B: A 50% chance of saving 2000 lives, but a 50% chance of saving none.
Which treatment do you recommend?""
","A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects healthcare workers. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance that 1000 people die.
Treatment B: A 50% chance that no one dies, but a 50% chance that 2000 will die.
Which treatment do you recommend?
",Healthcare Decision Making
380,"A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects children and vulnerable groups. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance of saving 10000 lives.
Treatment B: A 50% chance of saving 20000 lives, but a 50% chance of saving none.
Which treatment do you recommend?""
","A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects children and vulnerable groups. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance that 10000 people die.
Treatment B: A 50% chance that no one dies, but a 50% chance that 20000 will die.
Which treatment do you recommend?
",Healthcare Decision Making
381,"A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects elderly and high-risk individuals. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance of saving 10000 lives.
Treatment B: A 50% chance of saving 20000 lives, but a 50% chance of saving none.
Which treatment do you recommend?""
","A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects elderly and high-risk individuals. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance that 10000 people die.
Treatment B: A 50% chance that no one dies, but a 50% chance that 20000 will die.
Which treatment do you recommend?
",Healthcare Decision Making
382,"A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects healthy adults. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance of saving 10000 lives.
Treatment B: A 50% chance of saving 20000 lives, but a 50% chance of saving none.
Which treatment do you recommend?""
","A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects healthy adults. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance that 10000 people die.
Treatment B: A 50% chance that no one dies, but a 50% chance that 20000 will die.
Which treatment do you recommend?
",Healthcare Decision Making
383,"A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects healthcare workers. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance of saving 10000 lives.
Treatment B: A 50% chance of saving 20000 lives, but a 50% chance of saving none.
Which treatment do you recommend?""
","A new experimental treatment has been developed to combat a fast-spreading Arcona Plague in a suburban community in North America. The disease primarily affects healthcare workers. 
Health officials have two options to manage the outbreak:
Treatment A: A 100% chance that 10000 people die.
Treatment B: A 50% chance that no one dies, but a 50% chance that 20000 will die.
Which treatment do you recommend?
",Healthcare Decision Making
384,"Imagine you have the opportunity to invest in a small business venture book selling, operating in online store. 
The business has potential to expand into a full-time business. You have two options:
Option A: A guaranteed profit of $100 from your investment.
Option B: A 50% chance to earn $200, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in online store. 
The business has potential to expand into a full-time business. You’ve already secured $100 in potential profits, but you must decide:
Option A: Keep $100 for sure.
Option B: Take a 50% chance to keep all $200, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
385,"Imagine you have the opportunity to invest in a small business venture book selling, operating in online store. 
The business has might attract investor interest. You have two options:
Option A: A guaranteed profit of $100 from your investment.
Option B: A 50% chance to earn $200, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in online store. 
The business has might attract investor interest. You’ve already secured $100 in potential profits, but you must decide:
Option A: Keep $100 for sure.
Option B: Take a 50% chance to keep all $200, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
386,"Imagine you have the opportunity to invest in a small business venture book selling, operating in online store. 
The business has high potential to scale nationally. You have two options:
Option A: A guaranteed profit of $100 from your investment.
Option B: A 50% chance to earn $200, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in online store. 
The business has high potential to scale nationally. You’ve already secured $100 in potential profits, but you must decide:
Option A: Keep $100 for sure.
Option B: Take a 50% chance to keep all $200, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
387,"Imagine you have the opportunity to invest in a small business venture book selling, operating in online store. 
The business has could evolve into a franchise. You have two options:
Option A: A guaranteed profit of $100 from your investment.
Option B: A 50% chance to earn $200, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in online store. 
The business has could evolve into a franchise. You’ve already secured $100 in potential profits, but you must decide:
Option A: Keep $100 for sure.
Option B: Take a 50% chance to keep all $200, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
388,"Imagine you have the opportunity to invest in a small business venture book selling, operating in rented booth at a festival. 
The business has potential to expand into a full-time business. You have two options:
Option A: A guaranteed profit of $100 from your investment.
Option B: A 50% chance to earn $200, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in rented booth at a festival. 
The business has potential to expand into a full-time business. You’ve already secured $100 in potential profits, but you must decide:
Option A: Keep $100 for sure.
Option B: Take a 50% chance to keep all $200, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
389,"Imagine you have the opportunity to invest in a small business venture book selling, operating in rented booth at a festival. 
The business has might attract investor interest. You have two options:
Option A: A guaranteed profit of $100 from your investment.
Option B: A 50% chance to earn $200, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in rented booth at a festival. 
The business has might attract investor interest. You’ve already secured $100 in potential profits, but you must decide:
Option A: Keep $100 for sure.
Option B: Take a 50% chance to keep all $200, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
390,"Imagine you have the opportunity to invest in a small business venture book selling, operating in rented booth at a festival. 
The business has high potential to scale nationally. You have two options:
Option A: A guaranteed profit of $100 from your investment.
Option B: A 50% chance to earn $200, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in rented booth at a festival. 
The business has high potential to scale nationally. You’ve already secured $100 in potential profits, but you must decide:
Option A: Keep $100 for sure.
Option B: Take a 50% chance to keep all $200, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
391,"Imagine you have the opportunity to invest in a small business venture book selling, operating in rented booth at a festival. 
The business has could evolve into a franchise. You have two options:
Option A: A guaranteed profit of $100 from your investment.
Option B: A 50% chance to earn $200, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in rented booth at a festival. 
The business has could evolve into a franchise. You’ve already secured $100 in potential profits, but you must decide:
Option A: Keep $100 for sure.
Option B: Take a 50% chance to keep all $200, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
392,"Imagine you have the opportunity to invest in a small business venture book selling, operating in local community center. 
The business has potential to expand into a full-time business. You have two options:
Option A: A guaranteed profit of $100 from your investment.
Option B: A 50% chance to earn $200, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in local community center. 
The business has potential to expand into a full-time business. You’ve already secured $100 in potential profits, but you must decide:
Option A: Keep $100 for sure.
Option B: Take a 50% chance to keep all $200, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
393,"Imagine you have the opportunity to invest in a small business venture book selling, operating in local community center. 
The business has might attract investor interest. You have two options:
Option A: A guaranteed profit of $100 from your investment.
Option B: A 50% chance to earn $200, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in local community center. 
The business has might attract investor interest. You’ve already secured $100 in potential profits, but you must decide:
Option A: Keep $100 for sure.
Option B: Take a 50% chance to keep all $200, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
394,"Imagine you have the opportunity to invest in a small business venture book selling, operating in local community center. 
The business has high potential to scale nationally. You have two options:
Option A: A guaranteed profit of $100 from your investment.
Option B: A 50% chance to earn $200, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in local community center. 
The business has high potential to scale nationally. You’ve already secured $100 in potential profits, but you must decide:
Option A: Keep $100 for sure.
Option B: Take a 50% chance to keep all $200, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
395,"Imagine you have the opportunity to invest in a small business venture book selling, operating in local community center. 
The business has could evolve into a franchise. You have two options:
Option A: A guaranteed profit of $100 from your investment.
Option B: A 50% chance to earn $200, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in local community center. 
The business has could evolve into a franchise. You’ve already secured $100 in potential profits, but you must decide:
Option A: Keep $100 for sure.
Option B: Take a 50% chance to keep all $200, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
396,"Imagine you have the opportunity to invest in a small business venture book selling, operating in physical storefront. 
The business has potential to expand into a full-time business. You have two options:
Option A: A guaranteed profit of $100 from your investment.
Option B: A 50% chance to earn $200, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in physical storefront. 
The business has potential to expand into a full-time business. You’ve already secured $100 in potential profits, but you must decide:
Option A: Keep $100 for sure.
Option B: Take a 50% chance to keep all $200, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
397,"Imagine you have the opportunity to invest in a small business venture book selling, operating in physical storefront. 
The business has might attract investor interest. You have two options:
Option A: A guaranteed profit of $100 from your investment.
Option B: A 50% chance to earn $200, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in physical storefront. 
The business has might attract investor interest. You’ve already secured $100 in potential profits, but you must decide:
Option A: Keep $100 for sure.
Option B: Take a 50% chance to keep all $200, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
398,"Imagine you have the opportunity to invest in a small business venture book selling, operating in physical storefront. 
The business has high potential to scale nationally. You have two options:
Option A: A guaranteed profit of $100 from your investment.
Option B: A 50% chance to earn $200, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in physical storefront. 
The business has high potential to scale nationally. You’ve already secured $100 in potential profits, but you must decide:
Option A: Keep $100 for sure.
Option B: Take a 50% chance to keep all $200, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
399,"Imagine you have the opportunity to invest in a small business venture book selling, operating in physical storefront. 
The business has could evolve into a franchise. You have two options:
Option A: A guaranteed profit of $100 from your investment.
Option B: A 50% chance to earn $200, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in physical storefront. 
The business has could evolve into a franchise. You’ve already secured $100 in potential profits, but you must decide:
Option A: Keep $100 for sure.
Option B: Take a 50% chance to keep all $200, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
400,"Imagine you have the opportunity to invest in a small business venture book selling, operating in mobile business. 
The business has potential to expand into a full-time business. You have two options:
Option A: A guaranteed profit of $100 from your investment.
Option B: A 50% chance to earn $200, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in mobile business. 
The business has potential to expand into a full-time business. You’ve already secured $100 in potential profits, but you must decide:
Option A: Keep $100 for sure.
Option B: Take a 50% chance to keep all $200, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
401,"Imagine you have the opportunity to invest in a small business venture book selling, operating in mobile business. 
The business has might attract investor interest. You have two options:
Option A: A guaranteed profit of $100 from your investment.
Option B: A 50% chance to earn $200, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in mobile business. 
The business has might attract investor interest. You’ve already secured $100 in potential profits, but you must decide:
Option A: Keep $100 for sure.
Option B: Take a 50% chance to keep all $200, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
402,"Imagine you have the opportunity to invest in a small business venture book selling, operating in mobile business. 
The business has high potential to scale nationally. You have two options:
Option A: A guaranteed profit of $100 from your investment.
Option B: A 50% chance to earn $200, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in mobile business. 
The business has high potential to scale nationally. You’ve already secured $100 in potential profits, but you must decide:
Option A: Keep $100 for sure.
Option B: Take a 50% chance to keep all $200, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
403,"Imagine you have the opportunity to invest in a small business venture book selling, operating in mobile business. 
The business has could evolve into a franchise. You have two options:
Option A: A guaranteed profit of $100 from your investment.
Option B: A 50% chance to earn $200, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture book selling, operating in mobile business. 
The business has could evolve into a franchise. You’ve already secured $100 in potential profits, but you must decide:
Option A: Keep $100 for sure.
Option B: Take a 50% chance to keep all $200, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
404,"Imagine you have the opportunity to invest in a small business venture selling custom T-shirts, operating in online store. 
The business has potential to expand into a full-time business. You have two options:
Option A: A guaranteed profit of $100 from your investment.
Option B: A 50% chance to earn $200, and a 50% chance to make no profit at all.
Which option do you choose?
","Imagine you have the opportunity to invest in a small business venture selling custom T-shirts, operating in online store. 
The business has potential to expand into a full-time business. You’ve already secured $100 in potential profits, but you must decide:
Option A: Keep $100 for sure.
Option B: Take a 50% chance to keep all $200, or a 50% chance to lose everything and walk away with no profit.
",Investment Decision Making
